DVSN,STTN FROM,STTN TO,RR NO.,RR DATE,FNR,P/T,INVC NO.,INVC DATE,CMDT,CNSR,CNSR GSTIN,CNSG,CNSG GSTIN,RLY GSTIN,TAX INVCID,FREIGHT PAID BY,ADVANCE FREIGHT SCHEME,ROUND TRIP TRAFFIC,CHRG WGHT,ACTL WGHT,CHRG CLSS,RATE(Q),BSC FRGT,POL,TOTL FRGT(EXCLUDE GST),IGST,CGST,SGST,UGST,TOTL GST,TDS IGST,TDS CGST,TDS SGST,TDS UGST,TOTL TDS,TDS REGISTRATION NO.,TOTL FRGT(INCLUDE GST),DMRG,P/M,OTHR CHRG CODE,OTHR CHRG AMNT,REBATE CODE,REBATE AMNT,E-PAYID,_source
ASN,BYFS,DSEY,262012679.0,2026-05-07,26050406456.0,P,58.0,2026-05-07,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926052154140344.0,CNSG,N,N,4563.4,4472.8,165,587.2,2679628.48,0.0,3004770.0,150238.5,0.0,0.0,0.0,150239.0,0.0,0.0,0.0,0.0,0.0,,3155009.0,0.0,E,DCLA,26100.0,,0.0,SB00D99062,Outward Freight Details (5).csv
ASN,BYFS,DSEY,262012680.0,2026-05-08,26050406483.0,P,59.0,2026-05-07,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926052154140390.0,CNSG,N,N,4561.4,4474.0,165,587.2,2678454.08,0.0,2996776.0,149838.8,0.0,0.0,0.0,149839.0,0.0,0.0,0.0,0.0,0.0,,3146615.0,0.0,E,DCLA,26100.0,,0.0,SB00D99685,Outward Freight Details (5).csv
ASN,BYFS,DSEY,262012681.0,2026-05-08,26050518469.0,P,60.0,2026-05-07,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926052154140392.0,CNSG,N,N,4072.2,3971.4,165,587.2,2391195.84,0.0,2924897.0,146244.85,0.0,0.0,0.0,146245.0,0.0,0.0,0.0,0.0,0.0,,3071142.0,0.0,E,DCLA,26100.0,,0.0,SB00D996BE,Outward Freight Details (5).csv
ASN,BYFS,DSEY,262012682.0,2026-05-09,26050518618.0,P,61.0,2026-05-07,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926052154140412.0,CNSG,N,N,4565.6,4506.6,165,587.2,2680920.32,0.0,3017030.0,150851.5,0.0,0.0,0.0,150852.0,0.0,0.0,0.0,0.0,0.0,,3167882.0,0.0,E,DCLA,34800.0,,0.0,SB00D999A6,Outward Freight Details (5).csv
ASN,BYFS,DSEY,262012683.0,2026-05-09,26042724418.0,P,62.0,2026-05-08,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926052154140420.0,CNSG,N,N,3994.8,3908.7,165,587.2,2345746.56,0.0,2862172.0,143108.6,0.0,0.0,0.0,143109.0,0.0,0.0,0.0,0.0,0.0,,3005281.0,0.0,E,DCLA,25650.0,,0.0,SB00D99B01,Outward Freight Details (5).csv
ASN,BYFS,DSEY,262012685.0,2026-05-11,26050726466.0,P,63.0,2026-05-11,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926052154140550.0,CNSG,N,N,4561.8,4494.2,165,587.2,2678688.96,0.0,3002653.0,150132.65,0.0,0.0,0.0,150133.0,0.0,0.0,0.0,0.0,0.0,,3152786.0,0.0,E,DCLA,26100.0,,0.0,SB00D9AD6A,Outward Freight Details (5).csv
ASN,BYFS,DSEY,262012686.0,2026-05-12,26050727322.0,P,64.0,2026-05-11,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926052154140560.0,CNSG,N,N,4578.2,4484.0,165,587.2,2688319.04,0.0,3137340.0,156867.0,0.0,0.0,0.0,156867.0,0.0,0.0,0.0,0.0,0.0,,3294207.0,0.0,E,DCLA,43500.0,,0.0,SB00D9AF5A,Outward Freight Details (5).csv
ASN,BYFS,DSEY,262012687.0,2026-05-12,26050727748.0,P,65.0,2026-05-11,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926052154140562.0,CNSG,N,N,4573.4,4537.4,165,587.2,2685500.48,0.0,3052409.0,152620.45,0.0,0.0,0.0,152621.0,0.0,0.0,0.0,0.0,0.0,,3205030.0,0.0,E,DCLA,34800.0,,0.0,SB00D9AF6C,Outward Freight Details (5).csv
ASN,BYFS,DSEY,262012688.0,2026-05-12,26050824670.0,P,66.0,2026-05-11,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926052154140596.0,CNSG,N,N,4579.0,4531.0,165,587.2,2688788.8,0.0,3712955.0,185647.75,0.0,0.0,0.0,185648.0,0.0,0.0,0.0,0.0,0.0,,3898603.0,0.0,E,DCLA,43500.0,,0.0,SB00D9B358,Outward Freight Details (5).csv
ASN,BYFS,DSEY,262012689.0,2026-05-13,26051106924.0,P,67.0,2026-05-12,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926052154140622.0,CNSG,N,N,4566.2,4502.2,165,587.2,2681272.64,0.0,3441104.0,172055.2,0.0,0.0,0.0,172056.0,0.0,0.0,0.0,0.0,0.0,,3613160.0,0.0,E,DCLA,34800.0,,0.0,SB00D9B747,Outward Freight Details (5).csv
ASN,BYFS,DSEY,262012690.0,2026-05-13,26051107011.0,P,68.0,2026-05-12,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926052154140626.0,CNSG,N,N,4557.6,4441.6,165,587.2,2676222.72,0.0,3268012.0,163400.6,0.0,0.0,0.0,163401.0,0.0,0.0,0.0,0.0,0.0,,3431413.0,0.0,E,DCLA,26100.0,,0.0,SB00D9B7B7,Outward Freight Details (5).csv
ASN,BYFS,DSEY,262012626.0,2026-04-09,26033015211.0,P,9.0,2026-04-07,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926042154140312.0,CNSG,N,N,4104.4,4091.0,165,587.2,2410103.68,0.0,3191267.0,159563.35,0.0,0.0,0.0,159564.0,0.0,0.0,0.0,0.0,0.0,,3350831.0,0.0,E,DCLA,43500.0,,0.0,SB00D8C0B4,Outward Freight Details (5).csv
ASN,CCSP,DSEY,162001850.0,2026-05-03,26040607825.0,P,2.0,2026-05-02,2991119.0,SAIL,20AAACS7062FAZJ,SAIL,21AAACS7062F2ZP,20AAAGM0289C1ZX,9926052015080248.0,CNSG,N,N,2873.4,2774.8,145A,389.6,1119476.64,2805.12,1122282.0,56114.1,0.0,0.0,0.0,56115.0,0.0,0.0,0.0,0.0,0.0,,1178397.0,0.0,E,POL1,2805.12,,0.0,SB00D9718E,Outward Freight Details (5).csv
ASN,DLO,DSEY,262005252.0,2026-05-09,26050805842.0,P,10.0,2026-05-08,1421310.0,BCPL,19AACCB4847P1Z2,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926051933140016.0,CNSG,N,N,3936.1,3826.3,145,907.3,3571223.53,0.0,3786043.0,0.0,94651.08,94651.08,0.0,189303.0,0.0,0.0,0.0,0.0,0.0,,3975346.0,0.0,E,DCLA,8700.0,,0.0,SB00D99A8E,Outward Freight Details (5).csv
ASN,DLO,DSEY,262005213.0,2026-04-13,26040912888.0,P,4.0,2026-04-12,1421310.0,BCPL,19AACCB4847P1Z2,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041933140024.0,CNSG,N,N,4046.6,4040.7,145,907.3,3671480.18,0.0,4358488.0,0.0,108962.2,108962.2,0.0,217925.0,0.0,0.0,0.0,0.0,0.0,,4576413.0,0.0,E,DCLA,35400.0,,0.0,SB00D8DF52,Outward Freight Details (5).csv
ASN,DLO,DSEY,262005214.0,2026-04-14,26041215232.0,P,5.0,2026-04-13,1421310.0,BCPL,19AACCB4847P1Z2,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041933140026.0,CNSG,N,N,3886.1,3825.9,145,907.3,3525858.53,0.0,3754215.0,0.0,93855.38,93855.38,0.0,187711.0,0.0,0.0,0.0,0.0,0.0,,3941926.0,0.0,E,DCLA,17100.0,,0.0,SB00D8E599,Outward Freight Details (5).csv
ASN,DLO,DSEY,262005224.0,2026-04-19,26041522442.0,P,6.0,2026-04-18,1421310.0,BCPL,19AACCB4847P1Z2,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041933140038.0,CNSG,N,N,4006.8,3939.1,145,907.3,3635369.64,0.0,3854986.0,0.0,96374.65,96374.65,0.0,192750.0,0.0,0.0,0.0,0.0,0.0,,4047736.0,0.0,E,DCLA,8850.0,,0.0,SB00D90938,Outward Freight Details (5).csv
ASN,DLO,DSEY,262005228.0,2026-04-22,26042015116.0,P,7.0,2026-04-21,1421310.0,BCPL,19AACCB4847P1Z2,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041933140044.0,CNSG,N,N,4008.6,3899.4,145,907.3,3637002.78,0.0,3855355.0,0.0,96383.88,96383.88,0.0,192768.0,0.0,0.0,0.0,0.0,0.0,,4048123.0,0.0,E,DCLA,8850.0,,0.0,SB00D91EC9,Outward Freight Details (5).csv
ASN,DLO,DSEY,262005229.0,2026-04-25,26042319827.0,P,8.0,2026-04-24,1421310.0,BCPL,19AACCB4847P1Z2,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041933140044.0,CNSG,N,N,4011.8,3943.7,145,907.3,3639906.14,0.0,3859000.0,0.0,96475.0,96475.0,0.0,192950.0,0.0,0.0,0.0,0.0,0.0,,4051950.0,0.0,E,DCLA,8850.0,,0.0,SB00D93827,Outward Freight Details (5).csv
ASN,DLO,DSEY,262005249.0,2026-05-07,26050609600.0,P,9.0,2026-05-07,1421310.0,BCPL,19AACCB4847P1Z2,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926051933140012.0,CNSG,N,N,4008.1,3864.4,145,907.3,3636549.13,0.0,3844009.0,0.0,96100.23,96100.23,0.0,192201.0,0.0,0.0,0.0,0.0,0.0,,4036210.0,0.0,E,DPO,545502.41,,0.0,SB00D98BA8,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012336.0,2026-04-19,26041626872.0,P,10.0,2026-04-19,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926042120081672.0,CNSR,N,N,4062.2,4002.4,145A,1054.7,4284402.34,0.0,4284403.0,0.0,107110.08,107110.08,0.0,214221.0,0.0,0.0,0.0,0.0,0.0,,4498624.0,0.0,E,,0.0,,0.0,SB00D90931,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012344.0,2026-04-20,26041019391.0,P,11.0,2026-04-20,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926042120081790.0,CNSR,N,N,3677.0,3607.8,145B,1107.4,4071909.8,442.96,4072353.0,0.0,101808.83,101808.83,0.0,203618.0,0.0,0.0,0.0,0.0,0.0,,4275971.0,0.0,E,POL1,442.96,,0.0,SB00D91153,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012357.0,2026-04-21,26042106038.0,P,12.0,2026-04-21,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926042120081908.0,CNSR,N,N,2862.0,2816.6,145A,1054.7,3018551.4,0.0,3018552.0,0.0,75463.8,75463.8,0.0,150928.0,0.0,0.0,0.0,0.0,0.0,,3169480.0,18450.0,E,,0.0,,0.0,SB00D91A0F,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012375.0,2026-04-23,26042108647.0,P,13.0,2026-04-23,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926042120082120.0,CNSR,N,N,3920.0,3829.0,145A,1054.7,4134424.0,0.0,4134424.0,0.0,103360.6,103360.6,0.0,206722.0,0.0,0.0,0.0,0.0,0.0,,4341146.0,0.0,E,,0.0,,0.0,SB00D92A9B,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012391.0,2026-04-25,26042108717.0,P,14.0,2026-04-25,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926042120082240.0,CNSR,N,N,4062.6,4024.4,145A,1054.7,4284824.22,1265.64,4286090.0,0.0,107152.25,107152.25,0.0,214305.0,0.0,0.0,0.0,0.0,0.0,,4500395.0,0.0,E,POL1,1265.64,,0.0,SB00D93517,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012411.0,2026-04-27,26042106117.0,P,15.0,2026-04-27,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926042120082484.0,CNSR,N,N,3703.0,3651.7,145A,1054.7,3905554.1,421.88,3905976.0,0.0,97649.4,97649.4,0.0,195299.0,0.0,0.0,0.0,0.0,0.0,,4101275.0,65190.0,E,POL1,421.88,,0.0,SB00D945B2,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012418.0,2026-04-28,26042508801.0,P,16.0,2026-04-28,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926042120082562.0,CNSR,N,N,4077.2,4058.4,145A,1054.7,4300222.84,1265.64,4301489.0,0.0,107537.23,107537.23,0.0,215075.0,0.0,0.0,0.0,0.0,0.0,,4516564.0,0.0,E,POL1,1265.64,,0.0,SB00D94C71,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012429.0,2026-04-30,26042508980.0,P,17.0,2026-04-29,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926042120082696.0,CNSR,N,N,4060.2,4008.0,145A,1054.7,4282292.94,0.0,4282293.0,0.0,107057.33,107057.33,0.0,214115.0,0.0,0.0,0.0,0.0,0.0,,4496408.0,0.0,E,,0.0,,0.0,SB00D957C1,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012432.0,2026-04-30,26043002793.0,P,18.0,2026-04-30,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926042120082700.0,CNSR,N,N,4060.2,4006.0,145A,1054.7,4282292.94,0.0,4282293.0,0.0,107057.33,107057.33,0.0,214115.0,0.0,0.0,0.0,0.0,0.0,,4496408.0,0.0,E,,0.0,,0.0,SB00D959E2,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012461.0,2026-05-03,26043002827.0,P,19.0,2026-05-03,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926052120080200.0,CNSR,N,N,4061.8,4008.0,145A,1054.7,4283980.46,421.88,4284403.0,0.0,107110.08,107110.08,0.0,214221.0,0.0,0.0,0.0,0.0,0.0,,4498624.0,0.0,E,POL1,421.88,,0.0,SB00D97040,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012230.0,2026-04-07,26031616317.0,P,2.0,2026-04-07,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926042120080580.0,CNSR,N,N,4031.4,3918.2,145A,1054.7,4251917.58,0.0,4251918.0,0.0,106297.95,106297.95,0.0,212596.0,0.0,0.0,0.0,0.0,0.0,,4464514.0,17400.0,E,,0.0,,0.0,SB00D8B4CC,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012477.0,2026-05-05,26043027206.0,P,20.0,2026-05-04,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926052120080380.0,CNSR,N,N,4064.6,4022.4,145A,1054.7,4286933.62,0.0,4286934.0,0.0,107173.35,107173.35,0.0,214347.0,0.0,0.0,0.0,0.0,0.0,,4501281.0,0.0,E,,0.0,,0.0,SB00D97BAC,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012523.0,2026-05-09,26042509323.0,P,21.0,2026-05-09,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926052120080844.0,CNSR,N,N,4045.6,3957.4,145A,1054.7,4266894.32,0.0,4266895.0,0.0,106672.38,106672.38,0.0,213345.0,0.0,0.0,0.0,0.0,0.0,,4480240.0,26100.0,E,,0.0,,0.0,SB00D99F8E,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012232.0,2026-04-07,26033141349.0,P,3.0,2026-04-07,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926042120080584.0,CNSR,N,N,4060.6,3995.2,145A,1054.7,4282714.82,0.0,4282715.0,0.0,107067.88,107067.88,0.0,214136.0,0.0,0.0,0.0,0.0,0.0,,4496851.0,0.0,E,,0.0,,0.0,SB00D8B520,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012282.0,2026-04-12,26031617282.0,P,4.0,2026-04-12,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926042120081044.0,CNSR,N,N,3901.6,3834.8,145A,1054.7,4115017.52,0.0,4115018.0,0.0,102875.45,102875.45,0.0,205751.0,0.0,0.0,0.0,0.0,0.0,,4320769.0,16800.0,E,,0.0,,0.0,SB00D8D869,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012279.0,2026-04-12,26040508995.0,P,5.0,2026-04-12,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926042120081034.0,CNSR,N,N,4060.0,3970.6,145A,1054.7,4282082.0,0.0,4282082.0,0.0,107052.05,107052.05,0.0,214105.0,0.0,0.0,0.0,0.0,0.0,,4496187.0,0.0,E,,0.0,,0.0,SB00D8D7F8,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012280.0,2026-04-12,26041019629.0,P,6.0,2026-04-12,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926042120081040.0,CNSR,N,N,4060.2,3988.0,145A,1054.7,4282292.94,0.0,4282293.0,0.0,107057.33,107057.33,0.0,214115.0,0.0,0.0,0.0,0.0,0.0,,4496408.0,0.0,E,,0.0,,0.0,SB00D8D860,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012288.0,2026-04-13,26041221181.0,P,7.0,2026-04-13,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926042120081096.0,CNSR,N,N,4060.4,3982.8,145A,1054.7,4282503.88,0.0,4282504.0,0.0,107062.6,107062.6,0.0,214126.0,0.0,0.0,0.0,0.0,0.0,,4496630.0,0.0,E,,0.0,,0.0,SB00D8DDAE,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012297.0,2026-04-14,26041221215.0,P,8.0,2026-04-14,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926042120081252.0,CNSR,N,N,4060.0,3985.0,145A,1054.7,4282082.0,0.0,4282082.0,0.0,107052.05,107052.05,0.0,214105.0,0.0,0.0,0.0,0.0,0.0,,4496187.0,0.0,E,,0.0,,0.0,SB00D8E822,Outward Freight Details (5).csv
ASN,DPCB,DSEY,262012329.0,2026-04-18,26041626720.0,P,9.0,2026-04-18,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,19AAACS7062F6Z6,21AAAGM0289C1ZV,9926042120081614.0,CNSR,N,N,4063.0,4021.2,145A,1054.7,4285246.1,0.0,4285247.0,0.0,107131.18,107131.18,0.0,214263.0,0.0,0.0,0.0,0.0,0.0,,4499510.0,0.0,E,,0.0,,0.0,SB00D90383,Outward Freight Details (5).csv
ASN,HDCB,DSEY,262012108.0,2026-04-12,26041122905.0,P,10.0,2026-04-12,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041955080104.0,CNSR,N,N,4041.0,3958.2,145A,797.2,3221485.2,0.0,3221486.0,0.0,80537.15,80537.15,0.0,161075.0,0.0,0.0,0.0,0.0,0.0,,3382561.0,0.0,E,,0.0,,0.0,SB00D8DA44,Outward Freight Details (5).csv
ASN,HDCB,DSEY,262012111.0,2026-04-13,26040825014.0,P,11.0,2026-04-12,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041955080108.0,CNSR,N,N,3971.0,3874.6,145A,797.2,3165681.2,0.0,3165682.0,0.0,79142.05,79142.05,0.0,158285.0,0.0,0.0,0.0,0.0,0.0,,3323967.0,0.0,E,,0.0,,0.0,SB00D8DDCD,Outward Freight Details (5).csv
ASN,HDCB,DSEY,262012113.0,2026-04-14,26041306312.0,P,12.0,2026-04-13,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041955080120.0,CNSR,N,N,4040.6,3819.8,145A,797.2,3221166.32,0.0,3229867.0,0.0,80746.68,80746.68,0.0,161494.0,0.0,0.0,0.0,0.0,0.0,,3391361.0,0.0,E,DCLA,8700.0,,0.0,SB00D8E5CC,Outward Freight Details (5).csv
ASN,HDCB,DSEY,262012112.0,2026-04-14,26041317169.0,P,13.0,2026-04-13,1421968.0,SAIL,19AAACS7062F6Z6,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041955140040.0,CNSR,N,N,4026.7,3851.3,145,516.1,2078179.87,0.0,2509440.0,0.0,62736.0,62736.0,0.0,125472.0,0.0,0.0,0.0,0.0,0.0,,2634912.0,0.0,E,DPO,311747.11,,0.0,SB00D8E425,Outward Freight Details (5).csv
ASN,HDCB,DSEY,262012116.0,2026-04-14,26040907983.0,P,14.0,2026-04-14,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041955080126.0,CNSR,N,N,3912.4,3676.0,145A,797.2,3118965.28,0.0,3118966.0,0.0,77974.15,77974.15,0.0,155949.0,0.0,0.0,0.0,0.0,0.0,,3274915.0,0.0,E,,0.0,,0.0,SB00D8E8F7,Outward Freight Details (5).csv
ASN,HDCB,DSEY,262012115.0,2026-04-14,26041407514.0,P,15.0,2026-04-14,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041955080124.0,CNSR,N,N,3970.0,3786.8,145A,797.2,3164884.0,0.0,3164884.0,0.0,79122.1,79122.1,0.0,158245.0,0.0,0.0,0.0,0.0,0.0,,3323129.0,0.0,E,,0.0,,0.0,SB00D8E8F0,Outward Freight Details (5).csv
ASN,HDCB,DSEY,262012119.0,2026-04-16,26041509414.0,P,16.0,2026-04-15,1421968.0,SAIL,19AAACS7062F6Z6,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041955140048.0,CNSR,N,N,4046.2,3845.2,145,516.1,2088243.82,0.0,2521592.0,0.0,63039.8,63039.8,0.0,126080.0,0.0,0.0,0.0,0.0,0.0,,2647672.0,0.0,E,DPO,313256.8,,0.0,SB00D8F718,Outward Freight Details (5).csv
ASN,HDCB,DSEY,262012120.0,2026-04-16,26040204822.0,P,17.0,2026-04-15,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041955080144.0,CNSR,N,N,4017.2,3840.1,145A,797.2,3202511.84,0.0,3211212.0,0.0,80280.3,80280.3,0.0,160561.0,0.0,0.0,0.0,0.0,0.0,,3371773.0,0.0,E,DCLA,8700.0,,0.0,SB00D8F872,Outward Freight Details (5).csv
ASN,HDCB,DSEY,262012122.0,2026-04-18,26041421055.0,P,18.0,2026-04-18,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041955080164.0,CNSR,N,N,4114.8,4006.4,145A,797.2,3280318.56,0.0,3280319.0,0.0,82007.98,82007.98,0.0,164016.0,0.0,0.0,0.0,0.0,0.0,,3444335.0,0.0,E,,0.0,,0.0,SB00D9063C,Outward Freight Details (5).csv
ASN,HDCB,DSEY,262012123.0,2026-04-19,26041812008.0,P,19.0,2026-04-18,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041955080168.0,CNSR,N,N,3821.8,3636.3,145A,797.2,3046738.96,0.0,3046739.0,0.0,76168.48,76168.48,0.0,152337.0,0.0,0.0,0.0,0.0,0.0,,3199076.0,0.0,E,,0.0,,0.0,SB00D908FE,Outward Freight Details (5).csv
ASN,HDCB,DSEY,262012126.0,2026-04-20,26041523511.0,P,20.0,2026-04-20,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041955080180.0,CNSR,N,N,3903.2,3823.4,145A,797.2,3111631.04,0.0,3111632.0,0.0,77790.8,77790.8,0.0,155582.0,0.0,0.0,0.0,0.0,0.0,,3267214.0,0.0,E,,0.0,,0.0,SB00D911B6,Outward Freight Details (5).csv
ASN,HDCB,DSEY,262012129.0,2026-04-22,26042024974.0,P,21.0,2026-04-21,1421968.0,SAIL,19AAACS7062F6Z6,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041955140074.0,CNSR,N,N,4108.9,4029.7,145,516.1,2120603.29,0.0,2569517.0,0.0,64237.93,64237.93,0.0,128476.0,0.0,0.0,0.0,0.0,0.0,,2697993.0,0.0,E,DCLA,8850.0,,0.0,SB00D92118,Outward Freight Details (5).csv
ASN,HDCB,DSEY,262012132.0,2026-04-23,26042119892.0,P,22.0,2026-04-22,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041955080208.0,CNSR,N,N,3952.2,3797.8,145A,797.2,3150693.84,0.0,3150694.0,0.0,78767.35,78767.35,0.0,157535.0,0.0,0.0,0.0,0.0,0.0,,3308229.0,0.0,E,,0.0,,0.0,SB00D92728,Outward Freight Details (5).csv
ASN,HDCB,DSEY,262012131.0,2026-04-23,26041919860.0,P,23.0,2026-04-23,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041955080208.0,CNSR,N,N,4118.6,4003.5,145A,797.2,3283347.92,0.0,3283348.0,0.0,82083.7,82083.7,0.0,164168.0,0.0,0.0,0.0,0.0,0.0,,3447516.0,0.0,E,,0.0,,0.0,SB00D9271B,Outward Freight Details (5).csv
ASN,HDCB,DSEY,262012133.0,2026-04-23,26042306504.0,P,24.0,2026-04-23,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,19AAACS7062F6Z6,19AAAGM0289C1ZG,9926041955080212.0,CNSR,N,N,3997.2,3905.0,145A,797.2,3186567.84,0.0,3203668.0,0.0,80091.7,80091.7,0.0,160184.0,0.0,0.0,0.0,0.0,0.0,,3363852.0,0.0,E,DCLA,17100.0,,0.0,SB00D92A09,Outward Freight Details (5).csv
